raceId,driverId,constructorId,points
88,32,9,0
88,13,15,0
88,22,6,0
88,35,15,0
88,33,17,0
88,38,18,0
88,39,17,0
88,27,18,0
88,42,3,0
88,15,7,0
88,31,1,0
88,11,16,0
89,4,4,10
89,8,1,8
89,23,7,6
89,21,4,5
89,32,9,4
89,13,15,3
89,17,3,2
89,18,16,1
89,14,9,0
89,35,15,0
89,33,17,0
89,22,6,0
89,42,3,0
89,38,18,0
89,15,7,0
89,27,18,0
89,11,16,0
89,39,17,0
89,31,1,0
89,30,6,0
90,30,6,10
90,22,6,8
90,4,4,6
90,23,3,5
90,31,3,4
90,18,16,3
90,15,4,2
90,14,1,1
90,11,16,0
90,21,15,0
90,32,19,0
90,43,7,0
90,44,7,0
90,45,17,0
90,13,15,0
90,2,17,0
90,46,18,0
90,17,19,0
90,47,18,0
90,8,1,0
91,30,6,10
91,31,3,8
91,18,16,6
91,22,6,5
91,15,4,4
91,14,1,3
91,4,4,2
91,13,15,1
91,43,7,0
91,32,19,0
91,21,15,0
91,44,7,0
91,45,17,0
91,46,18,0
91,11,16,0
91,47,18,0
91,8,1,0
91,2,17,0
91,23,3,0
91,17,19,0
92,30,6,10
92,22,6,8
92,18,16,6
92,15,4,5
92,11,16,4
92,4,4,3
92,23,3,2
92,17,19,1
92,44,7,0
92,43,7,0
92,21,15,0
92,13,15,0
92,31,3,0
92,32,19,0
92,2,17,0
92,45,17,0
92,46,18,0
92,14,1,0
92,47,18,0
92,8,1,0
93,30,6,10
93,18,16,8
93,31,3,6
93,4,4,5
93,15,4,4
93,22,6,3
93,23,3,2
93,8,1,1
93,21,15,0
93,13,15,0
93,44,7,0
93,14,1,0
93,17,19,0
93,32,19,0
93,47,18,0
93,11,16,0
93,2,17,0
93,43,7,0
93,46,18,0
93,45,17,0
94,30,6,10
94,22,6,8
94,15,4,6
94,4,4,5
94,11,16,4
94,23,3,3
94,21,15,2
94,18,16,1
94,13,15,0
94,14,1,0
94,8,1,0
94,17,19,0
94,43,7,0
94,45,17,0
94,31,3,0
94,32,19,0
94,44,7,0
94,2,17,0
94,46,18,0
94,47,18,0
95,15,4,10
95,18,16,8
95,22,6,6
95,31,3,5
95,13,15,4
95,43,7,3
95,2,17,2
95,44,7,1
95,47,18,0
95,23,3,0
95,30,6,0
95,4,4,0
95,8,1,0
95,46,18,0
95,45,17,0
95,17,19,0
95,11,16,0
95,14,1,0
95,21,15,0
95,32,19,0
96,30,6,10
96,22,6,8
96,18,16,6
96,15,4,5
96,4,4,4
96,21,15,3
96,17,19,2
96,31,3,1
96,13,15,0
96,2,17,0
96,44,7,0
96,32,19,0
96,45,17,0
96,46,18,0
96,47,18,0
96,11,16,0
96,14,1,0
96,8,1,0
96,23,3,0
96,43,7,0
97,30,6,10
97,22,6,8
97,18,16,6
97,21,15,5
97,8,1,4
97,14,1,3
97,10,17,2
97,2,17,1
97,32,19,0
97,47,18,0
97,13,15,0
97,11,16,0
97,4,4,0
97,46,18,0
97,17,19,0
97,15,4,0
97,23,3,0
97,31,3,0
97,43,7,0
97,44,7,0
98,30,6,10
98,22,6,8
98,11,16,6
98,15,4,5
98,44,7,4
98,8,1,3
98,14,1,2
98,47,18,1
98,21,15,0
98,17,19,0
98,31,3,0
98,2,17,0
98,18,16,0
98,43,7,0
98,23,3,0
98,4,4,0
98,32,19,0
98,13,15,0
98,45,17,0
98,46,18,0
99,30,6,10
99,4,4,8
99,22,6,6
99,15,4,5
99,18,16,4
99,14,1,3
99,8,1,2
99,31,3,1
99,17,19,0
99,48,3,0
99,32,19,0
99,21,15,0
99,13,15,0
99,43,7,0
99,44,7,0
99,2,17,0
99,45,17,0
99,46,18,0
99,47,18,0
99,11,16,0
100,30,6,10
100,8,1,8
100,22,6,6
100,18,16,5
100,31,3,4
100,21,15,3
100,14,1,2
100,17,19,1
100,13,15,0
100,4,4,0
100,11,16,0
100,48,3,0
100,43,7,0
100,32,19,0
100,2,17,0
100,46,18,0
100,45,17,0
100,15,4,0
100,47,18,0
100,44,7,0
101,30,6,10
101,18,16,8
101,4,4,6
101,14,1,5
101,31,3,4
101,17,19,3
101,42,3,2
101,11,16,1
101,21,15,0
101,32,19,0
