date,state_id,deaths,new_positive_tests,new_negative_tests,new_hospitalizations
2020/8/15,47,1345,1289,16426,88
2020/8/15,48,9840,8245,31390,0
2020/8/15,49,363,345,4739,16
2020/8/15,50,2381,912,16056,189
2020/8/15,51,9,30,88,0
2020/8/15,52,58,8,2872,0
2020/8/15,53,1755,345,8491,24
2020/8/15,54,1045,866,10506,40
2020/8/15,55,160,183,5361,0
2020/8/15,56,30,44,0,0
2020/8/14,1,27,119,1757,0
2020/8/14,2,1893,752,21670,0
2020/8/14,3,587,626,4554,0
2020/8/14,4,0,0,0,0
2020/8/14,5,4423,927,8470,12
2020/8/14,6,10996,7934,103171,0
2020/8/14,7,1763,463,7113,15
2020/8/14,8,4453,115,10240,0
2020/8/14,9,594,94,6562,0
2020/8/14,10,593,373,1474,0
2020/8/14,11,9276,6148,32299,621
2020/8/14,12,4573,3227,24216,237
2020/8/14,13,5,25,391,0
2020/8/14,14,40,0,3030,0
2020/8/14,15,966,596,4828,0
2020/8/14,16,251,498,3110,17
2020/8/14,17,7932,2296,47277,0
2020/8/14,18,3113,1067,7452,123
2020/8/14,19,402,1338,7142,45
2020/8/14,20,804,612,12410,42
2020/8/14,21,4430,1298,19734,0
2020/8/14,22,8804,212,21340,19
2020/8/14,23,3631,715,14464,45
2020/8/14,24,126,26,2733,4
2020/8/14,25,6566,868,37897,0
2020/8/14,26,1739,730,9720,41
2020/8/14,27,1335,1473,12039,0
2020/8/14,28,2,1,0,0
2020/8/14,29,2043,944,1672,26
2020/8/14,30,81,134,1907,4
2020/8/14,31,2313,1346,25367,0
2020/8/14,32,105,152,1412,10
2020/8/14,33,360,416,4164,0
2020/8/14,34,422,0,0,0
2020/8/14,35,15842,570,25581,36
2020/8/14,36,697,171,5497,21
2020/8/14,37,1045,1099,3961,0
2020/8/14,38,25232,727,84728,0
2020/8/14,39,3784,1131,24971,105
2020/8/14,40,644,794,11176,52
2020/8/14,41,385,313,5531,10
2020/8/14,42,7445,829,15866,0
2020/8/14,43,317,682,0,0
2020/8/14,44,1021,95,1296,9
2020/8/14,45,2204,932,44824,370
2020/8/14,46,150,127,1117,7
2020/8/14,47,1326,1947,22375,77
2020/8/14,48,9602,7018,44260,0
2020/8/14,49,360,552,4609,23
2020/8/14,50,2370,1216,12953,129
2020/8/14,51,9,22,327,0
2020/8/14,52,58,17,1493,0
2020/8/14,53,1736,623,13887,45
2020/8/14,54,1032,1059,9418,65
2020/8/14,55,157,123,5062,0
2020/8/14,56,30,64,357,2
2020/8/13,1,27,95,1376,0
2020/8/13,2,1890,771,6020,164
2020/8/13,3,582,652,9257,94
2020/8/13,4,0,0,0,0
2020/8/13,5,4383,1351,12599,682
2020/8/13,6,10808,7085,134941,0
2020/8/13,7,1756,315,4175,6
2020/8/13,8,4450,76,7976,95
2020/8/13,9,594,65,2843,0
2020/8/13,10,593,268,3160,0
2020/8/13,11,9047,6236,28303,598
2020/8/13,12,4538,2515,23353,202
2020/8/13,13,5,28,416,0
2020/8/13,14,40,354,0,7
2020/8/13,15,959,530,6135,0
2020/8/13,16,246,538,1831,14
2020/8/13,17,7905,1834,44172,0
2020/8/13,18,3105,1043,9933,0
2020/8/13,19,395,0,0,0
2020/8/13,20,796,741,12104,25
2020/8/13,21,4402,1135,16236,0
2020/8/13,22,8790,319,27560,22
2020/8/13,23,3620,776,15480,115
2020/8/13,24,126,19,3147,1
2020/8/13,25,6555,1167,39378,0
2020/8/13,26,1731,690,9621,31
2020/8/13,27,1325,1267,11509,0
2020/8/13,28,2,0,0,0
2020/8/13,29,2011,612,0,53
2020/8/13,30,81,139,1645,14
2020/8/13,31,2287,1763,25643,0
2020/8/13,32,105,200,1820,5
2020/8/13,33,356,214,968,0
2020/8/13,34,422,34,1131,0
2020/8/13,35,15832,656,27018,29
2020/8/13,36,695,173,4313,10
2020/8/13,37,1030,602,5007,0
2020/8/13,38,25228,737,87163,0
2020/8/13,39,3755,1178,23749,122
2020/8/13,40,638,705,8460,59
2020/8/13,41,383,278,4443,8
2020/8/13,42,7409,991,16897,0
2020/8/13,43,306,372,0,0
2020/8/13,44,1019,111,2230,5
2020/8/13,45,2186,935,5004,0
2020/8/13,46,148,82,1060,4
2020/8/13,47,1313,2118,25911,94
2020/8/13,48,9289,6755,117648,0
2020/8/13,49,353,334,3113,25
2020/8/13,50,2363,1101,17446,119
2020/8/13,51,9,43,190,0
2020/8/13,52,58,6,828,0
2020/8/13,53,1724,606,14511,35
2020/8/13,54,1025,968,11472,45
2020/8/13,55,153,143,4133,0
2020/8/13,56,30,33,207,2
2020/8/12,1,27,66,1772,0
2020/8/12,2,1882,935,11147,222
2020/8/12,3,566,703,0,71
2020/8/12,4,0,0,0,0
2020/8/12,5,4347,706,6247,529
2020/8/12,6,10648,11645,105543,0
2020/8/12,7,1751,402,3716,52
2020/8/12,8,4450,22,7962,0
2020/8/12,9,593,63,1929,0
2020/8/12,10,591,0,0,0
2020/8/12,11,8898,8109,30195,599
2020/8/12,12,4456,3565,17692,348
2020/8/12,13,5,15,605,0
2020/8/12,14,38,320,4077,18
2020/8/12,15,951,477,3751,0
2020/8/12,16,246,495,3344,31
2020/8/12,17,7881,1645,40453,0
2020/8/12,18,3086,660,4679,79
2020/8/12,19,395,817,7077,64
2020/8/12,20,790,1152,5268,28
2020/8/12,21,4361,1179,28866,0
2020/8/12,22,8769,293,15464,20
2020/8/12,23,3612,541,10838,82
2020/8/12,24,126,20,6645,0
2020/8/12,25,6539,476,34811,0
2020/8/12,26,1724,464,6291,50
2020/8/12,27,1323,1595,9766,0
2020/8/12,28,2,0,0,0
2020/8/12,29,1989,1081,2329,56
2020/8/12,30,80,164,1460,25
2020/8/12,31,2249,1166,-195381,0
2020/8/12,32,104,87,1076,10
2020/8/12,33,351,334,2396,139
2020/8/12,34,420,26,5026,0
2020/8/12,35,15824,463,25243,44
2020/8/12,36,693,199,7141,27
2020/8/12,37,996,528,2258,0
2020/8/12,38,25218,700,87076,0
2020/8/12,39,3734,1422,19188,141
2020/8/12,40,627,670,7202,82
2020/8/12,41,375,248,5206,32
2020/8/12,42,7385,849,16663,0
2020/8/12,43,295,671,0,0
2020/8/12,44,1018,76,1887,19
2020/8/12,45,2144,844,2894,0
2020/8/12,46,147,102,1117,5
2020/8/12,47,1289,1478,17430,90
2020/8/12,48,9034,6200,11297,0
2020/8/12,49,351,338,2322,19
2020/8/12,50,2352,776,15235,83
2020/8/12,51,9,63,291,0
2020/8/12,52,58,6,1110,0
2020/8/12,53,1716,601,16011,53
2020/8/12,54,1018,531,9446,33
2020/8/12,55,153,133,4497,0
2020/8/12,56,29,13,466,4
2020/8/11,1,26,50,10351,0
2020/8/11,2,1847,831,2291,0
2020/8/11,3,566,383,3165,65
2020/8/11,4,0,0,0,0
2020/8/11,5,4199,1214,7830,15
2020/8/11,6,10468,12500,175426,0
2020/8/11,7,1746,379,4963,11
2020/8/11,8,4444,117,8225,0
2020/8/11,9,593,89,4269,0
2020/8/11,10,591,65,1463,0
2020/8/11,11,8685,5831,29587,573
2020/8/11,12,4351,3563,29960,355
2020/8/11,13,5,16,524,0
2020/8/11,14,34,140,3600,3
2020/8/11,15,940,258,2275,0
2020/8/11,16,239,429,1500,7
2020/8/11,17,7866,1549,39813,0
2020/8/11,18,3069,870,8674,245
2020/8/11,19,387,0,0,0
2020/8/11,20,783,539,10009,39
2020/8/11,21,4313,1164,19467,0
2020/8/11,22,8751,392,14676,27
2020/8/11,23,3604,585,10064,19
2020/8/11,24,126,1,1546,1
2020/8/11,25,6533,907,23058,0
2020/8/11,26,1707,323,1547,55
2020/8/11,27,1312,981,16321,0
2020/8/11,28,2,0,0,0
2020/8/11,29,1944,644,9167,58
2020/8/11,30,77,87,920,3
2020/8/11,31,2204,1051,14528,0
2020/8/11,32,102,171,1847,13
2020/8/11,33,348,264,2833,19
2020/8/11,34,419,21,1100,1
2020/8/11,35,15813,444,25820,60
2020/8/11,36,690,129,5241,19
2020/8/11,37,981,548,2009,0
2020/8/11,38,25211,667,76392,0
2020/8/11,39,3708,1095,19031,131
2020/8/11,40,618,765,19022,135
2020/8/11,41,368,286,6070,15
2020/8/11,42,7352,828,14483,0
2020/8/11,43,287,582,0,0
2020/8/11,44,1016,119,1704,6
2020/8/11,45,2098,971,3750,329
2020/8/11,46,146,50,882,5
2020/8/11,47,1271,1001,11876,125
2020/8/11,48,8710,9803,5399,0
2020/8/11,49,349,362,3627,35
2020/8/11,50,2344,996,9002,233
2020/8/11,51,9,29,130,0
2020/8/11,52,58,10,594,0
2020/8/11,53,1697,683,15268,48
2020/8/11,54,1013,767,12875,61
2020/8/11,55,147,121,3444,0
2020/8/11,56,29,31,1139,4
2020/8/10,1,26,66,2358,0
2020/8/10,2,1797,1686,16430,533
2020/8/10,3,555,645,4844,52
2020/8/10,4,0,0,0,0
2020/8/10,5,4154,600,5068,9
2020/8/10,6,10359,7751,164483,0
2020/8/10,7,1736,336,5624,14
2020/8/10,8,4444,247,38077,0
2020/8/10,9,591,54,2395,0
2020/8/10,10,591,59,2494,0
2020/8/10,11,8408,4155,24039,284
2020/8/10,12,4229,2429,24485,48
2020/8/10,13,5,6,541,0
2020/8/10,14,31,152,0,2
2020/8/10,15,933,282,2295,0
2020/8/10,16,237,176,1469,11
2020/8/10,17,7846,1319,31034,0
2020/8/10,18,3044,664,10322,0
2020/8/10,19,387,1092,9065,36
2020/8/10,20,775,272,8696,22
2020/8/10,21,4287,562,6800,0
2020/8/10,22,8741,275,11062,8
2020/8/10,23,3591,755,16710,70
2020/8/10,24,125,7,1913,0
2020/8/10,25,6526,580,20677,0
2020/8/10,26,1701,618,8569,51
2020/8/10,27,1307,2575,14603,0
2020/8/10,28,2,1,-1,0
2020/8/10,29,1912,476,0,74
2020/8/10,30,75,65,3394,1
2020/8/10,31,2172,626,14745,0
2020/8/10,32,101,117,1050,2
2020/8/10,33,345,187,2774,7
2020/8/10,34,419,9,1684,3
2020/8/10,35,15801,258,21936,0
2020/8/10,36,685,200,7299,13
2020/8/10,37,963,742,3846,0
2020/8/10,38,25204,476,53526,0
2020/8/10,39,3673,883,18213,64
2020/8/10,40,605,397,0,20
2020/8/10,41,357,216,3479,40
2020/8/10,42,7317,601,12472,0
2020/8/10,43,279,700,0,0
2020/8/10,44,1015,28,829,0
2020/8/10,45,2049,724,4922,0
2020/8/10,46,146,58,522,6
2020/8/10,47,1233,1202,13585,35
2020/8/10,48,8490,4455,43342,0
2020/8/10,49,345,263,3684,22
2020/8/10,50,2327,663,16626,89
2020/8/10,51,9,0,25,0
2020/8/10,52,58,3,659,0
2020/8/10,53,1688,803,18151,105
2020/8/10,54,1005,521,7660,31
2020/8/10,55,141,60,3912,0
2020/8/10,56,28,-8,1015,2
2020/8/9,1,26,100,4226,0
2020/8/9,2,1768,2947,10002,0
2020/8/9,3,544,1344,10964,61
2020/8/9,4,0,0,0,0
2020/8/9,5,4150,816,5226,24
2020/8/9,6,10293,8373,110219,0
2020/8/9,7,1736,431,6318,20
2020/8/9,8,4441,0,0,0
2020/8/9,9,591,100,4508,0
2020/8/9,10,591,73,2152,0
2020/8/9,11,8315,6229,33562,254
2020/8/9,12,4199,3169,33913,72
2020/8/9,13,5,0,0,0
2020/8/9,14,31,231,2467,6
2020/8/9,15,930,506,4757,0
2020/8/9,16,235,573,1287,20
2020/8/9,17,7845,1382,39972,0
2020/8/9,18,3041,1041,11618,0
2020/8/9,19,380,0,0,0
2020/8/9,20,773,404,0,0
2020/8/9,21,4263,2653,32916,0
2020/8/9,22,8735,329,16866,10
2020/8/9,23,3585,922,18900,72
2020/8/9,24,125,16,2569,0
2020/8/9,25,6519,535,25676,0
2020/8/9,26,1698,797,12779,49
2020/8/9,27,1301,0,0,0
2020/8/9,28,2,0,0,0
2020/8/9,29,1896,527,0,0
2020/8/9,30,75,63,1037,4
2020/8/9,31,2168,1452,15330,0
2020/8/9,32,98,91,1217,1
2020/8/9,33,345,141,1995,11
2020/8/9,34,419,13,1321,1
2020/8/9,35,15797,344,48716,43
2020/8/9,36,681,150,7124,19
2020/8/9,37,957,811,3774,0
2020/8/9,38,25202,515,65297,0
2020/8/9,39,3669,879,23176,49
2020/8/9,40,603,486,0,11
2020/8/9,41,356,262,8708,0
2020/8/9,42,7314,760,13393,0
2020/8/9,43,279,697,0,0
2020/8/9,44,1015,74,1451,17
2020/8/9,45,2031,975,6934,0
2020/8/9,46,146,128,782,5
2020/8/9,47,1223,2127,25507,42
2020/8/9,48,8459,4879,8328,0
2020/8/9,49,336,376,3882,16
2020/8/9,50,2326,897,20333,22
2020/8/9,51,9,19,241,0
2020/8/9,52,58,5,883,0
2020/8/9,53,1688,195,4795,6
2020/8/9,54,1005,622,6797,20
2020/8/9,55,139,131,5021,0
2020/8/9,56,28,37,0,0
2020/8/8,1,26,85,4657,0
2020/8/8,2,1735,86,0,0
2020/8/8,3,521,0,0,55
2020/8/8,4,0,0,0,0
2020/8/8,5,4137,1054,10622,3
2020/8/8,6,10189,7371,103274,0
2020/8/8,7,1736,457,7311,10
2020/8/8,8,4441,0,0,0
2020/8/8,9,590,64,4545,0
2020/8/8,10,590,57,1053,0
2020/8/8,11,8238,8502,40431,525
2020/8/8,12,4186,4423,40414,274
2020/8/8,13,5,1,166,0
2020/8/8,14,31,201,3761,6
2020/8/8,15,925,418,4429,0
2020/8/8,16,229,523,3748,14
2020/8/8,17,7840,2190,45826,0
2020/8/8,18,3036,1033,10329,0
2020/8/8,19,380,0,0,0
2020/8/8,20,772,782,5659,27
2020/8/8,21,4207,0,0,0
2020/8/8,22,8721,420,16269,22
2020/8/8,23,3577,775,11924,58
2020/8/8,24,125,12,2667,0
2020/8/8,25,6520,721,37805,0
2020/8/8,26,1689,916,10210,48
2020/8/8,27,1301,0,0,0
2020/8/8,28,2,1,-1,0
2020/8/8,29,1874,1210,5168,29
2020/8/8,30,75,132,958,4
2020/8/8,31,2160,1954,28000,0
2020/8/8,32,98,180,1485,6
2020/8/8,33,345,283,3353,16
2020/8/8,34,419,76,2710,1
2020/8/8,35,15792,368,-368,0
2020/8/8,36,675,192,8280,16
2020/8/8,37,949,886,5135,0
2020/8/8,38,25195,703,74154,0
2020/8/8,39,3668,1294,20104,69
2020/8/8,40,603,825,6925,39
2020/8/8,41,355,374,0,0
2020/8/8,42,7313,813,15345,0
2020/8/8,43,274,738,0,0
2020/8/8,44,1015,94,1898,18
2020/8/8,45,2007,1241,8873,0
2020/8/8,46,146,106,1154,5
2020/8/8,47,1215,1803,21651,72
2020/8/8,48,8343,6959,5166,0
2020/8/8,49,335,376,6879,26
2020/8/8,50,2322,1307,12976,4
2020/8/8,51,9,6,114,0
2020/8/8,52,58,6,835,0
2020/8/8,53,1672,366,8976,16
2020/8/8,54,1003,1185,11997,50
2020/8/8,55,131,130,5113,0
2020/8/8,56,28,13,0,1
2020/8/7,1,25,65,7214,0
2020/8/7,2,1735,1709,7923,224
2020/8/7,3,521,1011,10676,50
2020/8/7,4,0,0,0,0
2020/8/7,5,4081,1406,7575,5173
2020/8/7,6,10011,8436,87983,0
2020/8/7,7,1729,448,5596,36
2020/8/7,8,4441,75,7460,0
2020/8/7,9,589,71,2671,0
2020/8/7,10,588,80,2001,0
2020/8/7,11,8051,7686,31890,599
2020/8/7,12,4117,4109,24258,280
2020/8/7,13,5,14,471,0
2020/8/7,14,29,151,224,11
2020/8/7,15,913,504,5076,0
2020/8/7,16,223,692,3415,23
2020/8/7,17,7822,2103,44785,0
2020/8/7,18,3023,1239,11520,87
2020/8/7,19,380,921,6873,54
2020/8/7,20,764,542,9008,51
2020/8/7,21,4207,1500,18530,0
2020/8/7,22,8709,417,14420,15
2020/8/7,23,3565,801,13882,69
2020/8/7,24,124,17,2789,3
2020/8/7,25,6524,814,29203,0
2020/8/7,26,1681,545,10246,37
2020/8/7,27,1301,996,9433,0
2020/8/7,28,2,0,0,0
2020/8/7,29,1848,1036,3635,66
2020/8/7,30,70,155,1786,5
2020/8/7,31,2134,1545,33517,0
2020/8/7,32,98,149,1832,8
2020/8/7,33,340,332,3389,7
2020/8/7,34,419,23,1035,1
2020/8/7,35,15783,360,22187,384
2020/8/7,36,669,207,6767,22
2020/8/7,37,920,976,5827,0
2020/8/7,38,25190,714,69456,0
2020/8/7,39,3652,1204,23852,81
2020/8/7,40,600,854,10308,58
2020/8/7,41,348,411,5020,15
2020/8/7,42,7297,758,15890,0
2020/8/7,43,265,752,0,0
2020/8/7,44,1014,127,2123,12
2020/8/7,45,1962,1422,10394,354
2020/8/7,46,144,98,1055,5
2020/8/7,47,1206,2432,24409,81
2020/8/7,48,8096,7039,49013,0
2020/8/7,49,335,460,3249,24
2020/8/7,50,2317,2015,11803,113
2020/8/7,51,9,21,103,0
2020/8/7,52,58,3,907,0
2020/8/7,53,1653,659,14356,34
2020/8/7,54,997,1043,13097,49
2020/8/7,55,127,156,5112,0
2020/8/7,56,28,42,475,5
2020/8/6,1,25,40,4253,0
2020/8/6,2,1714,1938,10386,213
2020/8/6,3,515,735,4290,0
2020/8/6,4,0,0,0,0
2020/8/6,5,4002,1444,8878,509
2020/8/6,6,9869,5258,85805,0
2020/8/6,7,1717,594,9303,20
2020/8/6,8,4437,20,8969,113
2020/8/6,9,587,75,3083,0
2020/8/6,10,587,69,1934,0
2020/8/6,11,7871,7650,34829,559
2020/8/6,12,4026,3182,26356,214
2020/8/6,13,5,8,434,0
2020/8/6,14,27,172,2211,6
2020/8/6,15,908,702,5990,0
2020/8/6,16,217,473,2233,25
2020/8/6,17,7791,1953,39733,0
2020/8/6,18,3013,1040,11080,119
2020/8/6,19,368,0,0,0
2020/8/6,20,760,513,11109,21
2020/8/6,21,4146,1303,13802,0
2020/8/6,22,8691,231,11393,14
2020/8/6,23,3551,579,9167,56
2020/8/6,24,124,5,2666,0
2020/8/6,25,6506,763,25343,0
2020/8/6,26,1677,861,10996,48
2020/8/6,27,1280,1062,10675,0
2020/8/6,28,2,1,-1,0
2020/8/6,29,1825,956,3763,39
2020/8/6,30,65,173,2518,11
2020/8/6,31,2092,1979,29103,0
2020/8/6,32,98,122,1585,6
2020/8/6,33,335,311,2765,37
2020/8/6,34,418,26,1405,0
2020/8/6,35,15772,374,42853,0
2020/8/6,36,667,226,6357,28
2020/8/6,37,900,729,8349,0
2020/8/6,38,25185,703,71667,0
2020/8/6,39,3618,1166,22260,135
2020/8/6,40,593,837,9086,52
2020/8/6,41,339,246,5214,17
2020/8/6,42,7282,807,14719,0
2020/8/6,43,258,283,0,0
2020/8/6,44,1014,130,2058,16
2020/8/6,45,1943,1325,6198,0
2020/8/6,46,141,105,1095,5
2020/8/6,47,1186,2252,20894,108
2020/8/6,48,7803,7598,28647,0
2020/8/6,49,330,587,4482,35
2020/8/6,50,2299,818,14353,158
2020/8/6,51,9,20,252,0
2020/8/6,52,58,9,1053,0
2020/8/6,53,1624,706,13883,61
2020/8/6,54,985,875,16867,55
2020/8/6,55,124,118,4697,0
2020/8/6,56,27,35,359,2
2020/8/5,1,25,58,4572,0
2020/8/5,2,1695,952,4207,0
2020/8/5,3,508,912,0,64
2020/8/5,4,0,0,129,0
2020/8/5,5,3932,1698,12600,265
2020/8/5,6,9703,5295,98392,0
2020/8/5,7,1710,426,2993,29
2020/8/5,8,4437,115,11723,0
2020/8/5,9,587,45,2653,0
2020/8/5,10,587,159,1233,0
2020/8/5,11,7751,5409,25017,623
2020/8/5,12,3984,3765,27047,362
2020/8/5,13,5,14,498,0
2020/8/5,14,27,143,1671,7
2020/8/5,15,899,617,5440,0
2020/8/5,16,210,559,3550,20
2020/8/5,17,7770,1759,44909,0
2020/8/5,18,3007,720,6487,0
2020/8/5,19,368,841,6038,39
2020/8/5,20,752,544,12423,52
2020/8/5,21,4096,1482,18528,0
2020/8/5,22,8659,440,16878,20
2020/8/5,23,3536,572,9477,34
2020/8/5,24,124,17,2467,2
2020/8/5,25,6478,718,25339,0
2020/8/5,26,1670,617,8895,27
2020/8/5,27,1272,1241,7810,0
2020/8/5,28,2,0,0,0
2020/8/5,29,1804,1245,12786,48
2020/8/5,30,65,115,1773,10
2020/8/5,31,2050,1127,18515,0
2020/8/5,32,96,122,1420,5
2020/8/5,33,332,222,3024,0
2020/8/5,34,418,33,1107,1
2020/8/5,35,15765,357,21725,0
2020/8/5,36,658,210,12805,23
2020/8/5,37,890,649,1381,0
2020/8/5,38,25179,636,72032,0
2020/8/5,39,3596,1199,17602,112
2020/8/5,40,583,1101,6353,70
2020/8/5,41,338,280,6608,38
2020/8/5,42,7244,705,12491,0
2020/8/5,43,246,327,0,0
2020/8/5,44,1012,91,1491,6
2020/8/5,45,1894,1282,6883,0
2020/8/5,46,137,89,904,10
2020/8/5,47,1144,1657,17738,101
2020/8/5,48,7497,8706,14681,0
2020/8/5,49,327,421,4945,37
2020/8/5,50,2274,798,10920,186
2020/8/5,51,8,18,310,0
2020/8/5,52,57,5,184,0
2020/8/5,53,1619,725,14343,35
2020/8/5,54,977,939,16139,43
2020/8/5,55,124,108,4047,0
2020/8/5,56,27,39,432,0
2020/8/4,1,25,61,6781,0
2020/8/4,2,1666,1041,7209,235
2020/8/4,3,490,784,5715,88
2020/8/4,4,0,0,0,0
2020/8/4,5,3845,1008,5818,1894
2020/8/4,6,9501,4526,116491,0
2020/8/4,7,1710,252,4539,13
2020/8/4,8,4437,48,7041,0
2020/8/4,9,587,85,1227,0
2020/8/4,10,587,82,1567,0
2020/8/4,11,7526,5446,26214,589
2020/8/4,12,3921,2513,15498,302
2020/8/4,13,5,7,343,0
2020/8/4,14,26,206,3227,2
2020/8/4,15,888,201,3695,0
2020/8/4,16,200,331,2110,12
2020/8/4,17,7742,1471,41127,0
2020/8/4,18,2996,822,8714,144
2020/8/4,19,365,0,0,0
2020/8/4,20,751,689,6873,36
2020/8/4,21,4051,3615,52332,0
2020/8/4,22,8657,546,14878,31
2020/8/4,23,3530,710,10999,56
2020/8/4,24,123,5,1611,-1
2020/8/4,25,6471,801,26791,0
2020/8/4,26,1660,602,5505,48
2020/8/4,27,1266,1193,7382,0
2020/8/4,28,2,0,0,0
2020/8/4,29,1753,1074,0,44
2020/8/4,30,64,81,1647,2
2020/8/4,31,2010,1629,14987,0
2020/8/4,32,96,149,1571,10
2020/8/4,33,332,254,2499,14
2020/8/4,34,417,26,2188,1
2020/8/4,35,15758,356,0,0
2020/8/4,36,655,114,3443,10
2020/8/4,37,862,980,3241,0
2020/8/4,38,25175,746,70247,0
2020/8/4,39,3570,1143,19126,127
2020/8/4,40,566,861,18352,100
2020/8/4,41,333,333,2450,33
2020/8/4,42,7232,854,14106,0
2020/8/4,43,237,533,0,0
2020/8/4,44,1011,144,1743,11
2020/8/4,45,1847,1239,7543,272
2020/8/4,46,136,59,674,8
2020/8/4,47,1117,1805,16312,92
2020/8/4,48,7261,9167,41095,0
2020/8/4,49,321,378,4396,32
2020/8/4,50,2244,1145,11785,180
2020/8/4,51,8,24,315,0
2020/8/4,52,57,4,1559,0
2020/8/4,53,1600,839,15535,52
2020/8/4,54,968,770,17410,51
2020/8/4,55,124,78,3315,0
2020/8/4,56,27,36,327,2
2020/8/3,1,25,80,2637,0
2020/8/3,2,1633,1217,6764,344
2020/8/3,3,475,1424,11395,72
2020/8/3,4,0,0,0,0
2020/8/3,5,3779,1030,6960,29
2020/8/3,6,9388,5739,142982,0
2020/8/3,7,1691,449,6191,9
2020/8/3,8,4437,252,34934,0
2020/8/3,9,586,39,1584,0
2020/8/3,10,585,106,2642,0
2020/8/3,11,7279,4752,27049,220
2020/8/3,12,3842,2258,19503,60
2020/8/3,13,5,1,520,0
2020/8/3,14,26,45,593,5
2020/8/3,15,882,349,2008,0
2020/8/3,16,197,230,808,18
2020/8/3,17,7723,1298,27177,0
2020/8/3,18,2980,576,5863,156
2020/8/3,19,365,1064,8268,31
2020/8/3,20,744,323,2834,33
2020/8/3,21,4024,1099,13371,0
2020/8/3,22,8648,199,12113,6
2020/8/3,23,3523,870,14981,86
2020/8/3,24,124,12,2059,1
2020/8/3,25,6463,613,24369,0
2020/8/3,26,1656,613,13050,57
2020/8/3,27,1255,1047,9434,0
2020/8/3,28,2,1,536,0
2020/8/3,29,1711,572,0,66
2020/8/3,30,64,40,5173,3
2020/8/3,31,1982,1313,22587,0
2020/8/3,32,95,127,2383,8
2020/8/3,33,332,311,3552,1
2020/8/3,34,417,21,1639,1
2020/8/3,35,15747,264,18438,0
2020/8/3,36,654,220,8147,17
2020/8/3,37,847,994,1753,0
2020/8/3,38,25172,545,51294,0
2020/8/3,39,3539,932,17065,92
2020/8/3,40,551,377,0,34
2020/8/3,41,328,269,3205,48
2020/8/3,42,7209,565,11435,0
2020/8/3,43,230,380,0,0
2020/8/3,44,1010,224,3826,20
2020/8/3,45,1793,1163,8255,0
2020/8/3,46,135,65,630,3
2020/8/3,47,1092,1009,11226,52
2020/8/3,48,7016,11529,75278,0
2020/8/3,49,314,354,3112,20
2020/8/3,50,2218,1324,13758,180
2020/8/3,51,8,18,129,0
2020/8/3,52,57,1,556,0
2020/8/3,53,1596,840,16694,37
2020/8/3,54,956,411,6769,15
2020/8/3,55,117,119,3715,0
2020/8/3,56,27,40,1459,0
2020/8/2,1,24,157,4300,0
2020/8/2,2,1627,2095,6604,0
2020/8/2,3,458,0,0,42
2020/8/2,4,0,0,0,0
2020/8/2,5,3765,1465,6313,25
2020/8/2,6,9356,9032,140356,0
2020/8/2,7,1691,458,6711,24
2020/8/2,8,4432,0,0,0
2020/8/2,9,586,69,3342,0
2020/8/2,10,585,72,1943,0
2020/8/2,11,7206,7104,34450,180
2020/8/2,12,3840,3165,25390,69
2020/8/2,13,5,0,0,0
2020/8/2,14,26,86,3304,15
2020/8/2,15,876,516,4632,0
2020/8/2,16,197,393,2033,6
2020/8/2,17,7714,1467,37478,0
2020/8/2,18,2975,735,9702,67
2020/8/2,19,358,0,0,0
2020/8/2,20,742,462,0,0
2020/8/2,21,4007,3467,33730,0
2020/8/2,22,8638,418,12959,6
2020/8/2,23,3515,909,14523,74
2020/8/2,24,123,21,2307,0
2020/8/2,25,6457,429,24582,0
2020/8/2,26,1654,759,11314,33
2020/8/2,27,1253,582,5140,0
2020/8/2,28,2,3,0,0
2020/8/2,29,1703,672,0,0
2020/8/2,30,61,112,2630,3
2020/8/2,31,1969,1341,25757,0
2020/8/2,32,95,56,0,0
2020/8/2,33,332,180,1804,7
2020/8/2,34,416,0,0,0
2020/8/2,35,15737,321,48859,0
2020/8/2,36,651,196,7678,17
2020/8/2,37,832,1131,6768,0
2020/8/2,38,25170,531,58430,0
2020/8/2,39,3529,944,23699,43
2020/8/2,40,550,494,0,13
2020/8/2,41,326,280,3761,0
2020/8/2,42,7209,654,11593,0
2020/8/2,43,230,539,0,0
2020/8/2,44,1007,0,0,0
2020/8/2,45,1777,1189,9199,0
2020/8/2,46,135,88,933,3
2020/8/2,47,1073,1443,18002,32
2020/8/2,48,6837,0,0,0
2020/8/2,49,311,473,2983,18
2020/8/2,50,2218,981,11684,17
2020/8/2,51,8,0,0,0
2020/8/2,52,57,5,1284,0
2020/8/2,53,1592,228,4559,87
2020/8/2,54,955,932,8721,36
2020/8/2,55,117,119,3869,0
2020/8/2,56,26,39,0,0
2020/8/1,1,24,150,5377,0
2020/8/1,2,1603,1626,6278,0
2020/8/1,3,460,662,10450,0
2020/8/1,4,0,0,230,0
2020/8/1,5,3747,2992,11915,86
2020/8/1,6,9224,6542,69004,0
2020/8/1,7,1691,605,6452,28
2020/8/1,8,4432,0,0,0
2020/8/1,9,585,79,4961,0
2020/8/1,10,585,89,1760,0
2020/8/1,11,7144,9642,41713,439
2020/8/1,12,3825,3660,17738,306
2020/8/1,13,5,11,159,0
2020/8/1,14,26,122,1761,2
